id,created_at,new_text
1233436626287722498,2020-02-28 16:59:42,@emmalferns @stedmundsware @secgirlssport Today was the opportunity for students to confirm their interest #excitement
1233435715112820741,2020-02-28 16:56:05,If your holiday is about #Excitement #Maladies #inhabitedislands are the #bestvacations you could enjoy. #discovermaldives from #haatoseenu 
1233420654822744066,2020-02-28 15:56:14,"We are bursting with #excitement as we are roughly one week away from #jamminforbooks, a #fundraiser and #celebration on behalf of #jamaica school-aged #children, to be held in Providence, RI. Get your #tickets… "
1233415149140217856,2020-02-28 15:34:21,"News just in! 📢

We're excited to announce Helpful has been accepted into the Grow with Ali program! This will see our new Helpful health bars go on sale in its 140 stores nationwide from 31st May. 🎉

#Helpful #growwithaldi #Limestone #Excitement "
1233395654530981890,2020-02-28 14:16:54,@UT_THE walking through THE quand is Illadvised at due to giant hole in the ground. #pipeburst #excitement #engineering #ut 
1233393696286150656,2020-02-28 14:09:07,"We were SO excited by this afternoon’s book post!! Thank you, thank you, thank you @jenniferkillick! We are so lucky to receive this pre-release edition of #craterlake and we are VERY grateful for this gift. #kindauthors #readingforpleasure #EXCITEMENT "
1233380634179055618,2020-02-28 13:17:12,"#fridaymotivation #excitement w/ ECHO on #couture Come thou see #awesomelive attacks w/ EYE_familycoc #clashofclans 
 ⬇️⬇️⬇️🏹⚔🤘 #fridayvibes "
1233364728627519489,2020-02-28 12:14:00,Positive Mental Health Week Concert about to kick off here in Marian College! #excitement #positivementalhealth 
1233338685623590912,2020-02-28 10:30:31,When the #excitement all gets a bit much 🤭 
1233334003673042944,2020-02-28 10:11:55,"One your communication skill &amp; spice up your relationship!
Buy 1 Naughty game &amp; Get 1 Free, to spice up your game! 😁 

#sexgames #romance #naughtyvibes #excitement #couplegames #couplelove #lesbianlove #glove #bisexuallove #queerlove #transgenderlove "
1233305771800006656,2020-02-28 08:19:44,"Who all are excited for the #Falling video by @Harry_Style 😍😍❤❤
@SHE #harrystyles #falling #excitement.. 
Take part in the poll to answer 👇👇"
1233301878076624897,2020-02-28 08:04:16,"Be Elite! Feel the Royalty! 😍👑👑

#funnearnkaro #khelkhelmeinpaisa #ekminutemeinpaisadouble #gamekhelopaisekamao #part #earning #playmate #wigmore #follow #game #excitement #fun #cash #smartpeoplesmartgames "
